name,playlist_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,valence,tempo,time_signature,track.album.id,track.name,track.popularity,track.album.name,track.album.release_date,key_name,mode_name,key_mode,track.duration_ms
James Arthur,Pop,0.67,0.743,10,-4.993,1,0.0393,0,0.571,125.944,4,4dPosP4Io4sDCmeiCxVHW0,Rewrite The Stars (with James Arthur & Anne-Marie),72,The Greatest Showman: Reimagined,2018-11-16,A#,major,A# major,218293
Marshmello,Pop,0.791,0.565,5,-3.933,0,0.0439,0,0.181,99.961,4,6NHS3hV16MZyfcp0nSHdrd,Here With Me,82,Here With Me,2019-03-08,F,minor,F minor,156346
Halsey,Pop,0.667,0.583,11,-5.127,0,0.0747,4.48e-5,0.187,92.043,4,66QwiCFDLtRbrZ5Vs9wlL9,Graveyard,82,Graveyard,2019-09-13,B,minor,B minor,181805
Mark Ronson,Pop,0.605,0.664,8,-7.162,1,0.0316,3e-6,0.164,103.997,4,6vdLdzihSWxV8FgWU2GSvA,Find U Again (feat. Camila Cabello),72,Late Night Feelings,2019-06-21,G#,major,G# major,176416
Zara Larsson,Pop,0.665,0.699,11,-5.265,1,0.0578,0,0.585,124.896,4,2BM5FQCILC33Va2jOZ11Mu,Ruin My Life,78,Ruin My Life,2018-10-18,B,major,B major,190931
SHAED,Pop,0.619,0.459,7,-5.782,0,0.0334,0,0.498,126.803,4,5QqqBZmdQmY1MvlnpBkagB,Trampoline (with ZAYN),88,Trampoline (with ZAYN),2019-09-26,G,minor,G minor,184280
Andy Grammer,Pop,0.728,0.701,1,-6.58,1,0.0406,2.08e-5,0.413,137.97,4,0XTXsyyHWn0yhefqH6i570,I Found You,24,I Found You,2019-07-12,C#,major,C# major,151733
Taylor Swift,Pop,0.359,0.543,7,-7.582,1,0.0919,1.58e-5,0.453,68.534,4,1NAmidJlEaVgA3MpcPFYGq,Lover,83,Lover,2019-08-23,G,major,G major,221306
OneRepublic,Pop,0.668,0.534,1,-6.586,1,0.0677,0,0.711,145.816,4,19xtr8RaBkQNaDaNmXnVDj,Wanted,73,Wanted,2019-09-06,C#,major,C# major,136247
The Chainsmokers,Pop,0.575,0.571,1,-7.906,1,0.0439,0,0.449,105.049,4,6ZvDJs17O3woQirttKRYCG,This Feeling,80,Sick Boy,2018-12-14,C#,major,C# major,197946
Chris Brown,Pop,0.66,0.395,7,-5.242,1,0.0333,0,0.678,81.997,4,1BfLzaTFI5qKsAAk0Ae6aV,Don't Check On Me (feat. Justin Bieber & Ink),67,Indigo,2019-06-28,G,major,G major,204880
Ellie Goulding,Pop,0.669,0.801,8,-5.445,1,0.136,0,0.541,109.919,4,5AXNN75OmMjFrwst6ExNPx,Sixteen,80,Sixteen,2019-04-12,G#,major,G# major,201072
Taylor Swift,Pop,0.771,0.671,2,-5.617,1,0.0553,0,0.714,85.026,4,1NAmidJlEaVgA3MpcPFYGq,You Need To Calm Down,85,Lover,2019-08-23,D,major,D major,171360
Lauv,Pop,0.752,0.505,9,-7.621,1,0.253,2.55e-6,0.419,91.97,4,7l6fTSFvlumnPFpOSrbnDV,I Like Me Better,82,I Like Me Better,2017-05-19,A,major,A major,197436
Lennon Stella,Pop,0.699,0.663,2,-5.697,1,0.0891,3.83e-6,0.379,94.042,4,0TBJKh2NvW9XPSVjTMSXGW,Kissing Other People,74,Kissing Other People,2019-11-01,D,major,D major,161626
Sam Smith,Pop,0.477,0.682,1,-4.931,0,0.0925,0,0.345,110.567,5,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,89,How Do You Sleep?,2019-07-19,C#,minor,C# minor,202204
Khalid,Pop,0.665,0.712,1,-7.536,1,0.0527,0.00342,0.669,93.989,4,2pSH41L4EXqhGHyTjM2dA2,Up All Night,84,Up All Night,2019-11-14,C#,major,C# major,157220
Dean Lewis,Pop,0.613,0.739,10,-6.478,1,0.0311,0,0.712,104.966,4,48M2TlqiSdLFWXK1k7Hoar,7 Minutes,71,7 Minutes,2019-01-18,A#,major,A# major,211453
Alessia Cara,Pop,0.766,0.522,6,-6.86,1,0.148,0.00398,0.525,156.077,4,24riCP5KVIEEaXKYvvhshe,Rooting For You,52,This Summer,2019-09-06,F#,major,F# major,176040
Marshmello,Pop,0.659,0.623,4,-2.253,1,0.0451,0,0.439,88.042,4,4QAC6FquY8D0RXom13iE5J,One Thing Right,84,One Thing Right,2019-06-21,E,major,E major,181823
Havelin,Pop,0.57,0.571,11,-7.76,0,0.0347,6.62e-4,0.78,200.072,4,1vJQ4rDLU63Hy7fNYq5A3e,Me Without You,41,Me Without You,2019-06-14,B,minor,B minor,167498
Sabrina Carpenter,Pop,0.46,0.809,6,-5.415,1,0.326,5.04e-5,0.609,157.184,4,29mlGxS6kxq1EHxlX1EAZK,Sue Me,74,Singular Act I,2018-11-09,F#,major,F# major,179226
Bazzi,Pop,0.844,0.644,11,-6.273,0,0.0479,0,0.591,122.061,4,5mLjE4CPn8kNpzqNNslabJ,Paradise,27,Paradise,2019-04-04,B,minor,B minor,169038
Lewis Capaldi,Pop,0.459,0.575,3,-4.858,1,0.0573,0,0.183,111.881,4,2wiPF3m0ylst0JSk1IvZL8,Before You Go,83,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,D#,major,D# major,215106
Post Malone,Pop,0.695,0.762,0,-3.497,1,0.0395,0.00244,0.553,120.042,4,3KziODx7ieQTgYCVrS6nBv,Circles,41,Hollywood's Bleeding,2019-09-06,C,major,C major,215280
Gabrielle Aplin,Pop,0.66,0.449,7,-6.573,1,0.0442,0,0.237,133.984,4,5MS4jSKio1OjUOKOnTEEat,Losing Me,73,Losing Me,2019-08-14,G,major,G major,180640
NOTD,Pop,0.7,0.872,10,-5.896,1,0.0666,7.08e-6,0.761,125.03,4,4ZIaWbFnkMozASM1CA59K6,So Close,78,So Close (feat. Georgia Ku),2018-11-02,A#,major,A# major,190302
Lukas Graham,Pop,0.538,0.409,9,-6.581,0,0.0505,0,0.265,171.838,4,02gV87QEIFp2T9q7OqVBjj,Love Someone,72,3 (The Purple Album),2018-10-26,A,minor,A minor,205440
ZAYN,Pop,0.452,0.685,0,-4.828,0,0.0385,0,0.305,76.986,4,2aE3VcIiNPqqo4VzOXiDoR,There You Are,61,Icarus Falls,2018-12-14,C,minor,C minor,199600
Sam Smith,Pop,0.741,0.52,8,-7.513,1,0.0656,1.97e-6,0.347,102.998,4,1V9oE8bVilClrk5naqyyvL,Dancing With A Stranger (with Normani),86,Dancing With A Stranger (with Normani),2019-01-11,G#,major,G# major,171029
Jonas Brothers,Pop,0.842,0.734,1,-5.065,0,0.0588,0,0.952,137.958,4,1Uf67JAtkVWfdydzFFqNF2,Sucker,87,Happiness Begins,2019-06-07,C#,minor,C# minor,181026
Ellie Goulding,Pop,0.574,0.758,1,-5.029,0,0.0621,0,0.492,144.111,4,4bLCVUEB9YWKEeaJm8FfqQ,Close To Me (with Diplo) (feat. Swae Lee),81,Close To Me (feat. Swae Lee),2018-10-24,C#,minor,C# minor,182623
Blake Rose,Pop,0.595,0.687,4,-6.536,1,0.0486,0,0.508,94.73,4,16A6HpMW9UMCB3GNA0Es7a,Lost,69,Lost,2019-02-08,E,major,E major,234623
OneRepublic,Pop,0.759,0.605,7,-7.737,1,0.0433,0,0.64,121.049,4,57BhVBJbVPfIbwLANO5fSe,Rescue Me,84,Rescue Me,2019-05-17,G,major,G major,158899
Jonas Blue,Pop,0.46,0.8,1,-3.584,1,0.05,6.16e-6,0.553,102.46,4,6gPZmYBSipug1asf4zu9jh,What I Like About You (feat. Theresa Rex),80,What I Like About You (feat. Theresa Rex),2019-03-22,C#,major,C# major,220396
Tyler Shaw,Pop,0.761,0.584,6,-7.832,1,0.0407,0,0.294,101.993,4,6DilYlKBYF90I7ZZXQw9Db,To the Man Who Let Her Go - Radio Mix,58,To the Man Who Let Her Go (Remixes),2019-05-24,F#,major,F# major,185219
Jonas Brothers,Pop,0.795,0.496,0,-5.883,1,0.0722,0,0.874,94.01,4,1Uf67JAtkVWfdydzFFqNF2,Only Human,85,Happiness Begins,2019-06-07,C,major,C major,183000
Anne-Marie,Pop,0.697,0.683,1,-2.881,0,0.117,0,0.603,96.133,4,661ouXU4o4oBewWvVzQN7H,2002,22,Speak Your Mind (Deluxe),2018-04-27,C#,minor,C# minor,186986
Noah Cyrus,Pop,0.708,0.186,9,-8.953,0,0.0422,0,0.321,72.541,4,2YQptVBjUJeIOBavD1AyXg,July,87,July,2019-07-31,A,minor,A minor,156106
Alexander Stewart,Pop,0.571,0.656,1,-3.154,0,0.14,0,0.699,79.868,4,2VRvshudal7iF6UpYdrVu1,Backwards,59,Backwards,2019-03-01,C#,minor,C# minor,172500
James Arthur,Pop,0.404,0.531,1,-4.328,1,0.103,0,0.321,164.848,4,2utLlsPJXe11YMuLwH2rf4,Empty Space,71,Empty Space,2018-10-19,C#,major,C# major,214226
Conor Maynard,Pop,0.779,0.42,0,-8.396,1,0.221,0,0.688,105.076,4,14XTLEelUegZgKjQ6XI5oA,Hate How Much I Love You,67,Hate How Much I Love You,2019-06-28,C,major,C major,175897
Tyler Shaw,Pop,0.723,0.569,2,-6.21,1,0.0792,0,0.445,97.998,4,3Im6NQtp5y45uCASGJW1vp,With You,57,Intuition,2018-09-28,D,major,D major,200733
The Chainsmokers,Pop,0.294,0.505,3,-8.106,1,0.042,0,0.357,85.332,1,1JawI0XkEwmQ5Bwef3RMbq,Takeaway (feat. Lennon Stella),58,World War Joy...Takeaway,2019-07-24,D#,major,D# major,209893
Rita Ora,Pop,0.654,0.528,6,-6.224,0,0.0412,7.14e-5,0.376,82.014,4,6Vn8F3hERVHYYz5RfKmsAN,Only Want You,67,Phoenix (Deluxe Edition),2018-11-23,F#,minor,F# minor,180760
Lauren Daigle,Pop,0.494,0.637,5,-6.381,1,0.0333,0,0.1,147.924,4,7dnYwtDQNa3xzaCoekrjL1,You Say,20,Look Up Child,2018-09-07,F,major,F major,274693
Bastille,Pop,0.685,0.742,8,-5.409,1,0.0471,0,0.618,115.008,4,3PshhNStqCBXDzWm5O1VsE,Another Place,72,Another Place,2019-11-01,G#,major,G# major,213510
Maggie Rogers,Pop,0.657,0.569,2,-6.287,1,0.0542,1.38e-5,0.399,102.054,4,5AHWNPo3gllDmixgAoFru4,Light On,75,Heard It In A Past Life,2019-01-18,D,major,D major,233880
P!nk,Pop,0.652,0.453,1,-6.119,1,0.0445,0,0.432,88.038,3,6JKkXVEljQJ1wKbRG5MywC,Walk Me Home,62,Hurts 2B Human,2019-04-26,C#,major,C# major,177390
Dean Lewis,Pop,0.553,0.586,11,-6.319,1,0.0362,0,0.443,126.684,4,0YZLXTaHLcgl5UdtKDiUXD,Be Alright,82,Be Alright,2018-06-29,B,major,B major,196373
Sam Smith,Pop,0.584,0.407,1,-7.356,0,0.046,0,0.341,115.124,4,5utJfkRQ5yEIat3AIK6WIL,"Fire On Fire - From ""Watership Down""",80,"Fire On Fire (From ""Watership Down"")",2018-12-21,C#,minor,C# minor,246735
Lewis Capaldi,Pop,0.688,0.53,11,-5.507,1,0.0333,0,0.162,106.958,4,5658aM19fA3JVwTK6eQX70,Hold Me While You Wait,78,Divinely Uninspired To A Hellish Extent,2019-05-17,B,major,B major,205686
benny blanco,Pop,0.56,0.68,6,-7.648,0,0.321,0,0.319,89.391,4,7pkLXlFdpQDfmHujT2AbBK,Eastside (with Halsey & Khalid),83,Eastside (with Halsey & Khalid),2018-07-12,F#,minor,F# minor,173799
Miley Cyrus,Pop,0.53,0.538,5,-6.672,1,0.0335,2.83e-6,0.288,148.051,4,0SHGFAL8WZUvpWb5iLPp6E,Slide Away,80,Slide Away,2019-08-16,F,major,F major,233654
John Legend,Pop,0.508,0.729,11,-5.712,0,0.0443,0,0.412,91.906,4,32r4o1R9a1lK5DoVXGEC7E,Preach,66,Preach,2019-02-15,B,minor,B minor,236880
Maren Morris,Pop,0.44,0.793,6,-3.95,1,0.0502,0,0.447,143.599,4,5QakU0QMcoxjjyCS1YW4G5,GIRL,69,GIRL,2019-03-08,F#,major,F# major,250653
Frank Walker,Pop,0.792,0.724,11,-5.108,0,0.0362,0,0.429,109.984,4,1cCNxRCbzZyZPfWdNfXiHd,Only When It Rains,50,Only When It Rains,2019-03-29,B,minor,B minor,169000
Scott Helman,Pop,0.82,0.692,3,-6.164,1,0.11,0,0.739,105.131,4,2mTYjA1gCM2DsyEdbV4GgR,Hang Ups,52,Hang Ups,2018-10-19,D#,major,D# major,175805
Loote,Pop,0.589,0.662,7,-7.403,1,0.042,0,0.405,140.088,4,0jgsdQlQ1LZtLmYb667r8l,85%,4,85%,2019-03-22,G,major,G major,173520
Diplo,Pop,0.764,0.555,11,-6.414,1,0.0604,0,0.255,111.004,4,4YEes0AZtUChqtLBwaQLzh,Heartless (feat. Morgan Wallen),80,Heartless (feat. Morgan Wallen),2019-08-16,B,major,B major,169226
Zedd,Pop,0.503,0.741,4,-5.128,1,0.047,1.49e-6,0.458,88.335,3,0JcW7yCW3Qj8uMfzO2lUDb,Happy Now,78,Happy Now,2018-07-18,E,major,E major,207029
Lennon Stella,Pop,0.811,0.619,0,-4.744,0,0.133,0,0.431,103.043,4,3OIuzwZjpwUwyvFhSHYjj6,Fortress,60,"Love, me",2018-11-17,C,minor,C minor,174706
Faouzia,Pop,0.675,0.93,11,-3.131,0,0.069,0,0.595,129.965,4,6mpS8wIedYl2hcHVowz6CC,This Mountain,63,This Mountain,2018-10-05,B,minor,B minor,142259
Jax Jones,Pop,0.906,0.832,5,-3.004,0,0.0718,0,0.751,104.03,4,1fYOToOfdZXY5hrOra8z2Z,Harder,61,Snacks,2019-07-12,F,minor,F minor,159753
5 Seconds of Summer,Pop,0.596,0.854,7,-5.114,0,0.463,0,0.152,120.274,4,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood,82,Youngblood (Deluxe),2018-06-15,G,minor,G minor,203417
Alessia Cara,Pop,0.613,0.668,0,-6.134,1,0.162,2.04e-6,0.622,150.173,4,0LzVdypBGpn6dGuHqVGwwt,Trust My Lonely,57,The Pains Of Growing,2018-11-30,C,major,C major,199746
Dan Talevski,Pop,0.626,0.475,8,-8.086,1,0.0666,0,0.424,84.035,4,5kzHHrO8DMBOkHpcmKQ5BP,If I Ain't Got You,56,If I Ain't Got You,2019-03-22,G#,major,G# major,177850
Camila Cabello,Pop,0.701,0.512,0,-6.869,0,0.0969,5.07e-6,0.663,91.947,4,61rwEPg49tCJFTXzyWgxJP,Real Friends,70,Real Friends,2018-08-16,C,minor,C minor,223583
Halsey,Pop,0.752,0.488,6,-7.05,1,0.0705,9.11e-6,0.533,136.041,4,0zzrCTzvL4ZmR42xF46Afm,Without Me,86,Without Me,2018-10-04,F#,major,F# major,201660
ILLENIUM,Pop,0.404,0.806,2,-4.75,1,0.0496,0,0.112,148.036,4,60xcVwuQJAOyu11xf9mObS,In Your Arms (with X Ambassadors),75,ASCEND,2019-08-16,D,major,D major,220730
Panic! At The Disco,Pop,0.577,0.833,5,-3.337,1,0.0695,0,0.58,107.936,4,6ApYSpXF8GxZAgBTHDzYge,"Hey Look Ma, I Made It",78,Pray for the Wicked,2018-06-22,F,major,F major,169666
5 Seconds of Summer,Pop,0.749,0.461,10,-2.961,0,0.0416,6.24e-6,0.42,139.02,4,1zbH0DnpYxaoqTojXNLQb6,Teeth,75,13 Reasons Why (Season 3),2019-08-23,A#,minor,A# minor,204887
Shawn Mendes,Pop,0.759,0.54,9,-6.039,0,0.0287,0,0.75,116.947,4,2ZaX1FdZCwchXl1QZiD4O4,Señorita,91,Señorita,2019-06-21,A,minor,A minor,190960
Carly Rae Jepsen,Pop,0.843,0.631,11,-5.567,0,0.0588,9.14e-5,0.914,134.981,4,3CXbDL5ySxJ9dtyW01UFPn,Let's Be Friends,40,Let's Be Friends,2020-02-07,B,minor,B minor,190242
Justin Bieber,Pop,0.814,0.549,9,-6.679,1,0.0597,0,0.852,148.007,4,55zg331p7m1EFA4uRggkwt,Intentions,75,Intentions,2020-02-07,A,major,A major,212868
Y2K,Pop,0.871,0.417,9,-7.864,1,0.0781,0,0.524,129.952,4,0QuRkYmyQzQ5Yi9laZgN9r,Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],69,Lalala (Remix - [feat. Enrique Iglesias & Carly Rae Jepsen]),2019-10-30,A,major,A major,175253
Tones and I,Pop,0.824,0.592,6,-6.4,0,0.0969,1.58e-4,0.54,98.074,4,5i6CS5XcLZGLgaNCKlJvc2,Dance Monkey,40,Dance Monkey,2019-05-10,F#,minor,F# minor,209754
Jessie Reyez,Pop,0.511,0.333,11,-8.176,0,0.0266,6.06e-5,0.265,101.732,4,1cotXPn0CcR0ZCQWcTtZe0,LOVE IN THE DARK,70,LOVE IN THE DARK,2020-01-23,B,minor,B minor,240053
Halsey,Pop,0.591,0.585,2,-6.35,1,0.0277,0,0.324,110.94,4,68enXe5XcJdciSDAZr0Alr,You should be sad,87,Manic,2020-01-17,D,major,D major,205473
Khalid,Pop,0.79,0.694,9,-7.726,0,0.0708,0.00252,0.508,103.007,4,0uLz2ygHQAtLknyGasJOr5,Know Your Worth,73,Know Your Worth,2020-02-04,A,minor,A minor,181436
Eminem,Pop,0.794,0.637,4,-6.29,0,0.339,0,0.393,103.868,4,4otkd9As6YaxxEkIjXPiZ6,Those Kinda Nights (feat. Ed Sheeran),85,Music To Be Murdered By,2020-01-17,E,minor,E minor,177693
Dua Lipa,Pop,0.794,0.793,11,-4.521,0,0.0842,0,0.677,123.941,4,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,97,Don't Start Now,2019-10-31,B,minor,B minor,183290
Ava Max,Pop,0.693,0.835,6,-3.242,1,0.0623,0,0.743,128.052,4,6KPJTxKFCpuzrwyJGcURqK,Salt,81,Salt,2019-12-12,F#,major,F# major,180283
5 Seconds of Summer,Pop,0.575,0.822,7,-3.053,1,0.0401,1.32e-5,0.457,90.971,4,2i4RHN9tSRQiQ8pcaaD2Gj,No Shame,72,No Shame,2020-02-05,G,major,G major,190893
Regard,Pop,0.88,0.751,7,-4.258,0,0.0874,6.43e-5,0.884,117.948,4,4zOhjJfe0dwqsNdDYk622E,Ride It,92,Ride It,2019-07-26,G,minor,G minor,157605
blackbear,Pop,0.778,0.559,6,-7.109,0,0.0776,0,0.678,129.989,1,37CqAwxTungNxKpIK5vSgE,hot girl bummer,92,hot girl bummer,2019-08-23,F#,minor,F# minor,185093
Ali Gatie,Pop,0.605,0.365,7,-11.144,1,0.111,6.83e-6,0.224,84.628,4,5pxH5JnBRw3Dc7CCxESMWM,What If I Told You That I Love You,83,What If I Told You That I Love You,2020-01-24,G,major,G major,193667
Justin Bieber,Pop,0.824,0.503,6,-6.94,0,0.156,5.25e-5,0.784,109.397,5,0GzsdiiItPCABfhuFIKiZi,Get Me,84,Get Me,2020-01-28,F#,minor,F# minor,185418
Anne-Marie,Pop,0.609,0.785,11,-3.32,1,0.0891,0,0.756,151.995,4,2KLNA0H5XiiMLPAWSb8sUu,Birthday,66,Birthday,2020-02-07,B,major,B major,181466
Lizzo,Pop,0.668,0.892,5,-3.001,0,0.0645,0,0.478,95.927,4,1k1HuvFs562Z3CCiSYhtc1,Good as Hell (feat. Ariana Grande) - Remix,87,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,F,minor,F minor,159011
Walk Off the Earth,Pop,0.697,0.676,10,-5.575,1,0.0479,0,0.449,95.001,4,4YYkscqQ8cegjuiBe4YXqv,I'll Be There,61,HERE WE GO!,2019-10-25,A#,major,A# major,169354
Camila Cabello,Pop,0.724,0.491,8,-6.024,1,0.0296,1.29e-5,0.383,105.046,4,3Vsbl0diFGw8HNSjG8ue9m,My Oh My (feat. DaBaby),93,Romance,2019-12-06,G#,major,G# major,170746
Dua Lipa,Pop,0.647,0.844,0,-3.756,1,0.0457,6.58e-4,0.746,146.962,4,5Vzq1wKBUXMxEZl3NPjJpS,Physical,86,Physical,2020-01-30,C,major,C major,193829
The Weeknd,Pop,0.513,0.796,1,-4.075,1,0.0629,2.09e-4,0.345,171.017,4,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,98,Blinding Lights,2019-11-29,C#,major,C# major,201573
Demi Lovato,Pop,0.557,0.387,11,-6.338,1,0.0374,0,0.317,129.98,4,4yP39SWfHBKh8J0HV3tCo1,Anyone,81,Anyone,2020-01-27,B,major,B major,227813
Khalid,Pop,0.701,0.396,4,-10.182,0,0.119,0.0209,0.115,129.004,4,66o9dDjDduf6jpvZKzAXm4,Eleven,87,Eleven,2020-01-09,E,minor,E minor,206360
Maroon 5,Pop,0.764,0.32,11,-7.209,1,0.0546,0,0.575,91.019,4,3nR9B40hYLKLcR0Eph3Goc,Memories,96,Memories,2019-09-20,B,major,B major,189486
Joji,Pop,0.447,0.72,7,-3.954,1,0.0332,2.97e-4,0.362,157.892,3,6vC3YjRy755VljFSemBUu7,Run,76,Run,2020-02-06,G,major,G major,195000
Halsey,Pop,0.626,0.55,9,-5.105,0,0.029,0,0.123,133.976,4,68enXe5XcJdciSDAZr0Alr,Finally // beautiful stranger,73,Manic,2020-01-17,A,minor,A minor,221095
Diplo,Pop,0.738,0.717,1,-5.121,1,0.0573,0,0.5,98.047,4,1MF23oT6lg5q47LnZ91UPy,Lonely (with Jonas Brothers),80,Lonely,2019-09-27,C#,major,C# major,139813
